ClientUUId,Id,OrderType,OrderPrice,Discount,apply_promo,add_to_cart_total_sum,apply_personal_offer_total_sum,close_app_total_sum,create_order_total_sum,open_app_total_sum,open_bonusaction_total_sum,open_product_card_total_sum,remove_from_cart_total_sum,screen_cart_total_sum,screen_menu_total_sum,screen_profile_total_sum,all_events_total_sum,event_days_total_sum,events_months_total_sum,promo_october_total_sum,applied_promo_total_once,money_spent_total_sum,unique_products_total_sum,order_type_1_total_sum,order_type_2_total_sum,order_type_3_total_sum,days_since_last_order,unique_categories_total_sum,promo_value,promo_usage_ratio_total_sum,order_state_4_total_sum,order_state_11_total_sum,device_diversity,unique_sector_total_sum,order_payment_type_0,order_payment_type_1,order_payment_type_2,AvgTimeBetweenOrders,orders_weekday_0_total_sum,orders_weekday_1_total_sum,orders_weekday_2_total_sum,orders_weekday_3_total_sum,orders_weekday_4_total_sum,orders_weekday_5_total_sum,orders_weekday_6_total_sum,max_order_value,avg_discount,DaysBetweenFirstAndLastOrder,promo_discount_total_sum,promo_usage_ratio_october,unique_pizzeria_total_sum,category_1_promo_used,category_2_promo_used,category_3_promo_used,category_4_promo_used,category_5_promo_used,category_6_promo_used,category_7_promo_used,night_orders,total_discount_amount,unique_visit_tokens
000D3A20F23EA95811E7C18DC2BD70F4,7,1,799,200,0,8.0,2.0,10.0,2.0,12.0,1.0,10.0,3.0,4.0,22.0,3.0,77.0,3.0,1.0,18,True,12855.0,18.0,42.0,0.0,0.0,5.0,6.0,0.2503128911138924,0.2,42.0,0.0,1.0,1.0,0.0,0.0,42.0,21.0,5.0,5.0,2.0,11.0,5.0,14.0,0.0,1667.0,17.585370281357854,189.0,2925,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,2753.0,7.0
000D3A20F23EA95811E7C4352EC19E2B,5,1,799,200,0,8.0,1.0,17.0,2.0,17.0,0.0,5.0,0.0,6.0,16.0,3.0,75.0,2.0,1.0,14,False,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2503128911138924,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1680,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0
000D3A20F23EA95811E7C4352EC19E2B,7,1,1249,250,0,8.0,1.0,17.0,2.0,17.0,0.0,5.0,0.0,6.0,16.0,3.0,75.0,2.0,1.0,14,False,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.200160128102482,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1680,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0
000D3A20F23EA95811E7CBB3ACBF8ED3,7,1,699,200,0,4.0,0.0,39.0,2.0,43.0,1.0,21.0,0.0,8.0,42.0,18.0,178.0,6.0,1.0,14,False,9499.0,12.0,17.0,0.0,11.0,4.0,3.0,0.2861230329041488,0.0,28.0,0.0,1.0,1.0,0.0,0.0,28.0,13.333333333333334,0.0,0.0,0.0,2.0,9.0,15.0,2.0,2378.0,26.486726017710566,120.0,2775,0.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,28.0,3113.0,8.0
000D3A20F23EA95811E7CBB3ACBF8ED3,7,1,1249,200,0,4.0,0.0,39.0,2.0,43.0,1.0,21.0,0.0,8.0,42.0,18.0,178.0,6.0,1.0,14,False,9499.0,12.0,17.0,0.0,11.0,4.0,3.0,0.16012810248198558,0.0,28.0,0.0,1.0,1.0,0.0,0.0,28.0,13.333333333333334,0.0,0.0,0.0,2.0,9.0,15.0,2.0,2378.0,26.486726017710566,120.0,2775,0.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,28.0,3113.0,8.0
000D3A20F23EA95911E7D022B42DACE3,6,1,799,20,0,9.0,1.0,44.0,2.0,46.0,0.0,7.0,4.0,6.0,22.0,1.0,142.0,6.0,2.0,18,False,7815.0,22.0,32.0,0.0,0.0,26.0,5.0,0.025031289111389236,0.0,28.0,4.0,1.0,1.0,0.0,0.0,32.0,12.444444444444445,0.0,5.0,2.0,0.0,13.0,8.0,4.0,1438.0,25.499222621940426,112.0,2965,0.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,32.0,2890.0,11.0
000D3A20F23EA95911E7D1B1E4ECDC02,7,1,799,200,0,18.0,3.0,23.0,2.0,23.0,1.0,13.0,5.0,14.0,27.0,0.0,129.0,2.0,1.0,18,False,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2503128911138924,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1280,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0
000D3A20F23EA95911E7D1D7133A0F5A,7,1,799,200,0,5.0,0.0,18.0,3.0,19.0,0.0,2.0,0.0,5.0,12.0,2.0,66.0,4.0,1.0,18,False,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2503128911138924,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0
000D3A20F23EA95911E7D1D7133A0F5A,5,1,1249,250,0,5.0,0.0,18.0,3.0,19.0,0.0,2.0,0.0,5.0,12.0,2.0,66.0,4.0,1.0,18,False,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.200160128102482,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0
000D3A20F23EA95911E7D27C719D7AA0,7,1,799,200,1,12.0,10.0,30.0,2.0,30.0,3.0,23.0,7.0,22.0,52.0,21.0,212.0,4.0,1.0,18,True,11891.0,16.0,26.0,0.0,0.0,2.0,3.0,0.2503128911138924,0.1111111111111111,26.0,0.0,1.0,2.0,0.0,0.0,26.0,27.625,0.0,3.0,9.0,6.0,4.0,0.0,4.0,2278.0,33.05187122425231,221.0,400,0.5,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,4635.0,8.0
000D3A20F23EA95911E7D27C719D7AA0,6,1,1249,25,1,12.0,10.0,30.0,2.0,30.0,3.0,23.0,7.0,22.0,52.0,21.0,212.0,4.0,1.0,18,True,11891.0,16.0,26.0,0.0,0.0,2.0,3.0,0.020016012810248198,0.1111111111111111,26.0,0.0,1.0,2.0,0.0,0.0,26.0,27.625,0.0,3.0,9.0,6.0,4.0,0.0,4.0,2278.0,33.05187122425231,221.0,400,0.5,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,4635.0,8.0
000D3A20F23EA95911E7D288646AF037,6,1,799,20,0,4.0,0.0,11.0,2.0,14.0,0.0,10.0,0.0,2.0,19.0,5.0,67.0,2.0,1.0,18,False,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.025031289111389236,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1385,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
000D3A20F23EA95911E7D288646AF037,7,1,1249,200,0,4.0,0.0,11.0,2.0,14.0,0.0,10.0,0.0,2.0,19.0,5.0,67.0,2.0,1.0,18,False,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.16012810248198558,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1385,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
000D3A20F23EA95911E7D3AAEC47E560,7,1,699,150,0,19.0,1.0,10.0,2.0,12.0,3.0,17.0,6.0,14.0,43.0,14.0,141.0,7.0,2.0,16,True,3117.0,17.0,0.0,0.0,30.0,19.0,6.0,0.2145922746781116,0.2,30.0,0.0,1.0,0.0,0.0,0.0,30.0,14.333333333333334,4.0,10.0,7.0,6.0,0.0,3.0,0.0,855.0,13.961276629250241,129.0,1165,0.5,1.0,1.0,6.0,0.0,0.0,1.0,3.0,3.0,30.0,598.0,5.0
000D3A20F23EA95911E7D73A1D757F4F,6,1,699,20,0,9.0,1.0,23.0,2.0,24.0,1.0,10.0,2.0,6.0,19.0,4.0,101.0,3.0,1.0,18,True,4462.0,21.0,20.0,0.0,11.0,3.0,6.0,0.02861230329041488,0.1,31.0,0.0,1.0,2.0,0.0,0.0,31.0,22.77777777777778,12.0,3.0,5.0,0.0,2.0,7.0,2.0,978.0,18.150801306414913,205.0,2560,0.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,31.0,1045.0,3.0
000D3A20F23EA95911E7D73A1D757F4F,7,1,1199,200,0,9.0,1.0,23.0,2.0,24.0,1.0,10.0,2.0,6.0,19.0,4.0,101.0,3.0,1.0,18,True,4462.0,21.0,20.0,0.0,11.0,3.0,6.0,0.16680567139282734,0.1,31.0,0.0,1.0,2.0,0.0,0.0,31.0,22.77777777777778,12.0,3.0,5.0,0.0,2.0,7.0,2.0,978.0,18.150801306414913,205.0,2560,0.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,31.0,1045.0,3.0
000D3A20F23EA95911E7D9C9DC2E9279,5,1,749,150,0,4.0,0.0,7.0,2.0,9.0,0.0,3.0,1.0,5.0,9.0,3.0,43.0,2.0,1.0,14,False,4834.0,13.0,24.0,0.0,0.0,3.0,5.0,0.20026702269692923,0.0,24.0,0.0,1.0,2.0,0.0,0.0,24.0,44.8,12.0,0.0,3.0,0.0,0.0,0.0,9.0,1288.0,20.272849747481867,224.0,2560,0.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.0,1294.0,3.0
000D3A20F23EA95911E7DCD525D8B7C0,6,1,699,30,0,18.0,0.0,3.0,4.0,12.0,1.0,25.0,6.0,15.0,54.0,20.0,158.0,6.0,1.0,16,False,5602.0,19.0,10.0,0.0,28.0,3.0,7.0,0.04291845493562232,0.0,38.0,0.0,1.0,1.0,0.0,0.0,38.0,15.222222222222221,12.0,6.0,0.0,3.0,11.0,2.0,4.0,985.0,12.422843487967203,137.0,1670,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.0,961.0,8.0
000D3A20F23EA95911E7DCD525D8B7C0,6,1,1249,20,0,18.0,0.0,3.0,4.0,12.0,1.0,25.0,6.0,15.0,54.0,20.0,158.0,6.0,1.0,16,False,5602.0,19.0,10.0,0.0,28.0,3.0,7.0,0.016012810248198558,0.0,38.0,0.0,1.0,1.0,0.0,0.0,38.0,15.222222222222221,12.0,6.0,0.0,3.0,11.0,2.0,4.0,985.0,12.422843487967203,137.0,1670,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.0,961.0,8.0
000D3A20F23EA95911E7E6FF689E3DAC,6,1,799,20,0,12.0,0.0,22.0,3.0,24.0,0.0,22.0,11.0,29.0,44.0,11.0,178.0,4.0,1.0,16,False,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.025031289111389236,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0
000D3A20F23EA95911E7E6FF689E3DAC,6,1,1249,25,0,12.0,0.0,22.0,3.0,24.0,0.0,22.0,11.0,29.0,44.0,11.0,178.0,4.0,1.0,16,False,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.020016012810248198,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0
000D3A20F23EA95C11E7F3D5B0B3A243,5,1,799,200,0,4.0,0.0,13.0,2.0,14.0,2.0,5.0,1.0,7.0,16.0,6.0,70.0,2.0,1.0,14,True,10969.0,18.0,47.0,0.0,0.0,26.0,5.0,0.2503128911138924,0.5,47.0,0.0,1.0,1.0,0.0,0.0,47.0,18.0,0.0,0.0,4.0,3.0,22.0,14.0,4.0,1452.0,12.837529009622006,162.0,1535,0.0,1.0,6.0,2.0,9.0,0.0,11.0,0.0,0.0,47.0,2080.0,3.0
000D3A20F23EA95C11E7F3D5B0B3A243,5,1,1249,250,0,4.0,0.0,13.0,2.0,14.0,2.0,5.0,1.0,7.0,16.0,6.0,70.0,2.0,1.0,14,True,10969.0,18.0,47.0,0.0,0.0,26.0,5.0,0.200160128102482,0.5,47.0,0.0,1.0,1.0,0.0,0.0,47.0,18.0,0.0,0.0,4.0,3.0,22.0,14.0,4.0,1452.0,12.837529009622006,162.0,1535,0.0,1.0,6.0,2.0,9.0,0.0,11.0,0.0,0.0,47.0,2080.0,3.0
000D3A2155A180E811E7AADF36D806C7,7,1,699,150,0,14.0,1.0,8.0,2.0,9.0,0.0,16.0,7.0,13.0,30.0,0.0,100.0,2.0,1.0,18,True,7370.0,30.0,9.0,0.0,35.0,22.0,7.0,0.2145922746781116,0.2,44.0,0.0,1.0,1.0,0.0,0.0,44.0,17.444444444444443,5.0,4.0,5.0,0.0,7.0,14.0,9.0,2419.0,22.666185779249503,157.0,1700,0.5,2.0,2.0,2.0,4.0,1.0,0.0,1.0,0.0,44.0,2018.0,3.0
000D3A2155A180E811E7AC206F99D6C4,5,1,799,200,0,4.0,1.0,16.0,2.0,17.0,0.0,15.0,0.0,5.0,23.0,5.0,88.0,2.0,1.0,14,False,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2503128911138924,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,825,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0
000D3A2155A180E811E7B00CAA72F27F,5,1,799,200,0,7.0,0.0,13.0,2.0,13.0,0.0,6.0,0.0,6.0,14.0,4.0,65.0,2.0,1.0,18,True,8123.0,16.0,17.0,0.0,8.0,29.0,4.0,0.2503128911138924,0.2857142857142857,23.0,2.0,1.0,1.0,6.0,0.0,19.0,33.5,0.0,0.0,4.0,0.0,9.0,6.0,6.0,3315.0,21.473418624994036,201.0,2765,0.5,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,25.0,2564.0,2.0
000D3A2155A180E811E7B652731F2649,7,1,1199,250,0,5.0,1.0,7.0,2.0,7.0,3.0,14.0,2.0,10.0,26.0,7.0,84.0,3.0,2.0,14,True,7993.0,8.0,12.0,0.0,0.0,10.0,2.0,0.2085070892410342,0.2,12.0,0.0,1.0,1.0,0.0,1.0,11.0,19.11111111111111,2.0,0.0,3.0,2.0,2.0,3.0,0.0,980.0,8.055453510216173,172.0,1470,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,756.0,3.0
000D3A2155A180E811E7B72A2DDE7802,7,1,699,150,0,13.0,2.0,46.0,4.0,47.0,3.0,15.0,1.0,7.0,35.0,12.0,185.0,8.0,1.0,18,False,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2145922746781116,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2380,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.0
000D3A2155A180EA11E7BFB98EA852ED,5,1,699,200,0,15.0,0.0,15.0,4.0,15.0,0.0,9.0,1.0,6.0,8.0,6.0,79.0,3.0,1.0,18,False,349.0,15.0,39.0,0.0,0.0,26.0,6.0,0.2861230329041488,0.0,39.0,0.0,1.0,1.0,39.0,0.0,0.0,5.0,5.0,2.0,2.0,12.0,8.0,5.0,5.0,145.0,96.86508627916774,45.0,1325,0.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39.0,10094.0,4.0
000D3A2155A180EA11E7BFB98EA852ED,7,1,799,130,0,15.0,0.0,15.0,4.0,15.0,0.0,9.0,1.0,6.0,8.0,6.0,79.0,3.0,1.0,18,False,349.0,15.0,39.0,0.0,0.0,26.0,6.0,0.16270337922403003,0.0,39.0,0.0,1.0,1.0,39.0,0.0,0.0,5.0,5.0,2.0,2.0,12.0,8.0,5.0,5.0,145.0,96.86508627916774,45.0,1325,0.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39.0,10094.0,4.0
000D3A2155A180EC11E7E58D53654C06,5,1,799,200,0,12.0,1.0,24.0,2.0,25.0,1.0,8.0,4.0,9.0,25.0,14.0,125.0,3.0,1.0,18,False,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2503128911138924,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2225,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0
000D3A2155A180EC11E7E58D53654C06,7,1,1249,250,0,12.0,1.0,24.0,2.0,25.0,1.0,8.0,4.0,9.0,25.0,14.0,125.0,3.0,1.0,18,False,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.200160128102482,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2225,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0
000D3A2155A180EC11E7E87F7E903F27,5,1,799,200,0,2.0,2.0,13.0,1.0,10.0,1.0,9.0,0.0,9.0,13.0,11.0,71.0,3.0,2.0,14,True,5772.0,8.0,12.0,0.0,0.0,4.0,2.0,0.2503128911138924,0.42857142857142855,12.0,0.0,1.0,2.0,0.0,0.0,12.0,37.666666666666664,4.0,0.0,0.0,0.0,6.0,1.0,1.0,1201.0,14.928253348779196,226.0,1295,0.5,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,1040.0,3.0
000D3A2155A180ED11E7EFA1986923EA,6,1,799,20,0,6.0,0.0,26.0,4.0,29.0,0.0,7.0,0.0,12.0,28.0,7.0,119.0,4.0,1.0,18,False,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.025031289111389236,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1985,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0
000D3A2155A180ED11E7EFA1986923EA,7,1,949,150,0,6.0,0.0,26.0,4.0,29.0,0.0,7.0,0.0,12.0,28.0,7.0,119.0,4.0,1.0,18,False,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.15806111696522657,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1985,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0
